영역,교재,페이지,등급,등급명,사고사례,등급사유
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,104,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 주의(1)"
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,106,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 주의(2), 안전(1)"
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,107,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060117_23v7_반도체_제조_단위_공정_공정_개발,122,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,21,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,26,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,61,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,62,2,형식적 언급,아니오,"안전 12건 [위험(12)], 구체적 조치 언급 없음"
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,63,1,미흡·없음,아니오,키워드 4건 (5건 이하): 위험(4)
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,69,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 진동(2), 안전(1), 유의 사항(1), 주의(1)"
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,95,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 유해(1), 진동(1), 방사선(1)"
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,99,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(4), 유의 사항(1)"
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,120,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060118_23v5_아날로그_회로_아키텍처_설계,125,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060119_23v5_아날로그_회로_소자_레벨_설계,64,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유의 사항(1), 주의(1)"
반도체개발,LM1903060119_23v5_아날로그_회로_소자_레벨_설계,65,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060119_23v5_아날로그_회로_소자_레벨_설계,70,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060119_23v5_아날로그_회로_소자_레벨_설계,84,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,23,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 유의 사항(1), 주의(1)"
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,33,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,38,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,39,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,45,1,미흡·없음,아니오,키워드 1건 (5건 이하): 누출(1)
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,50,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,51,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 사고(1)"
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,64,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,83,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,90,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,95,1,미흡·없음,아니오,키워드 3건 (5건 이하): 안전(3)
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,104,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060120_23v5_아날로그_회로_시스템_설계,111,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,22,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,28,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,36,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(1), 유해(1), 유의 사항(1), 주의(1)"
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,47,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,57,1,미흡·없음,아니오,키워드 1건 (5건 이하): 방사선(1)
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,58,2,형식적 언급,아니오,"안전 6건 [안전(4), 사고(1), 유해(1)], 조치 1건 [예방(1)] (구체적 대책 미흡)"
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,61,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,62,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,64,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,81,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,86,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060121_23v4_와이어_본딩_패키지_개발,94,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,20,1,미흡·없음,아니오,키워드 1건 (5건 이하): 폭발(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,24,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060122_23v4_플립_패키지_개발,41,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,42,1,미흡·없음,아니오,키워드 2건 (5건 이하): 소음(2)
반도체개발,LM1903060122_23v4_플립_패키지_개발,45,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060122_23v4_플립_패키지_개발,46,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체개발,LM1903060122_23v4_플립_패키지_개발,64,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(3), 유의 사항(1)"
반도체개발,LM1903060122_23v4_플립_패키지_개발,81,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,83,1,미흡·없음,아니오,키워드 1건 (5건 이하): 방사선(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,87,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체개발,LM1903060122_23v4_플립_패키지_개발,88,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,90,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,91,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 진동(1)"
반도체개발,LM1903060122_23v4_플립_패키지_개발,95,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,101,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,102,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060122_23v4_플립_패키지_개발,110,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,29,3,구체적 대책,아니오,"안전 6건 [안전(3), 먼지(2), 유의 사항(1)] + 조치 7건 [방지(2), 착용(2), 마스크(2), 보호복(1)]"
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,31,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,43,1,미흡·없음,아니오,키워드 1건 (5건 이하): 먼지(1)
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,61,3,구체적 대책,아니오,"안전 9건 [안전(3), 주의(2), 보호구(1), 누출(1), 분진(1)] + 조치 7건 [착용(2), 마스크(2), 방지(1), 대처(1), 환기(1)]"
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,65,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 주의(2), 안전(1)"
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,85,3,구체적 대책,아니오,"안전 9건 [안전(3), 위험(2), 화재(1), 폭발(1), 유의 사항(1)] + 조치 6건 [착용(2), 환기(1), 차단(1), 보호복(1), 마스크(1)]"
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,89,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,91,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060123_23v4_웨이퍼_레벨_패키지_개발,105,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,25,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,28,2,형식적 언급,아니오,"안전 6건 [안전(3), 먼지(1), 유의 사항(1), 주의(1)], 조치 3건 [착용(2), 안전장치(1)] (구체적 대책 미흡)"
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,29,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,34,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,42,1,미흡·없음,아니오,키워드 2건 (5건 이하): 먼지(2)
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,45,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 위험(1), 주의(1)"
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,47,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,54,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유의 사항(1), 주의(1)"
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,63,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,64,1,미흡·없음,아니오,키워드 1건 (5건 이하): 먼지(1)
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,76,2,형식적 언급,아니오,"안전 10건 [안전(3), 주의(3), 화학물질(1), 유해(1), 보호구(1)], 조치 4건 [착용(2), 방지(1), 차단(1)] (구체적 대책 미흡)"
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,77,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 소음(2), 화재(1), 먼지(1), 주의(1)"
반도체개발,LM1903060124_23v4_어드밴스드_팬_아웃_패키지_개발,91,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060125_23v4_이종_접합_패키지_개발,21,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060125_23v4_이종_접합_패키지_개발,22,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 보건(1)"
반도체개발,LM1903060125_23v4_이종_접합_패키지_개발,30,2,형식적 언급,아니오,"안전 9건 [안전(5), 사고(2), 주의(2)], 조치 3건 [예방(2), 방지(1)] (구체적 대책 미흡)"
반도체개발,LM1903060125_23v4_이종_접합_패키지_개발,36,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(3), 보건(1), 유의 사항(1)"
반도체개발,LM1903060125_23v4_이종_접합_패키지_개발,46,2,형식적 언급,아니오,"안전 9건 [안전(5), 사고(2), 주의(2)], 조치 2건 [예방(2)] (구체적 대책 미흡)"
반도체개발,LM1903060125_23v4_이종_접합_패키지_개발,58,2,형식적 언급,아니오,"안전 7건 [안전(3), 보건(1), 위험(1), MSDS(1), 유의 사항(1)], 조치 2건 [방지(1), 마스크(1)] (구체적 대책 미흡)"
반도체개발,LM1903060125_23v4_이종_접합_패키지_개발,61,2,형식적 언급,아니오,"안전 11건 [안전(5), 보건(2), MSDS(2), 위험(1), 유의 사항(1)], 조치 1건 [안전장치(1)] (구체적 대책 미흡)"
반도체개발,LM1903060125_23v4_이종_접합_패키지_개발,73,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,15,1,미흡·없음,아니오,키워드 2건 (5건 이하): 진동(2)
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,16,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 진동(1), 먼지(1)"
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,20,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,23,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,29,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,39,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,40,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,41,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,46,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,53,1,미흡·없음,아니오,키워드 1건 (5건 이하): 부상(1)
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,57,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유의 사항(1), 부상(1)"
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,71,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,79,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 주의(1)"
반도체개발,LM1903060126_23v4_어드밴스드_언더필_패키지_개발,91,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
